"Marche de Ste-Geneviève ,et, Reel de Berthier ; Reel de Sorel, et, Reel de Mon[t]marquette ","Montmarquette, Alfred, 1871-1944",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1105/1/501299.m4a
Marche des marchands de fruits Fruit peddlers' march ; Ma petite chemise : danse carrée = My little shirt ,Trio Lacroix,1930,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1106/1/501581.m4a
Marche du 64ème bataillon Marche des Trois-Rivières ,"Montmarquette, Alfred, 1871-1944",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1107/1/501295.m4a
Marche du triomphe  [enregistrement sonore] ,"Cailliet, Lucien, 1891-1984",1918,"1 disque : analogique, 80 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1108/1/496228.m4a
Marche Sir Wilfrid Laurier Reel de Châteauguay ,"Allard, Joseph, 1873-1947",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1109/1/501403a.m4a
Marche souvenir du tricentenaire des Trois-Rivières Tu voudrais me voir pleurer : valse hésitation ,"Huot, Ludovic, 1897-1968",1934,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1110/1/502419a.m4a
Marche St-Jean Valse des bébés ,"Montmarquette, Alfred, 1871-1944",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1111/1/501293.m4a
Mardi-gras à la campagne  [enregistrement sonore] ,"Légaré, Ovila, 1901-1978",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1112/1/498653.m4a
Margharita valse chantée ,"Cartier, Jean",1927,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1113/1/497615a.m4a
Margot reste au village  [enregistrement sonore] ,"Belleval, J.F. de (Joséphat Fournier de)",1923,"1 disque : analogique, 80 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1114/1/496828.m4a
Un mariage d'oiseaux Souvenir du jeune âge ,"Saucier, Joseph, 1869-1941","1920, 1905","1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1115/1/499590a.m4a
Le mariage des roses Reste petite ,"Franck, César, 1822-1890",1926,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1116/1/503428a.m4a
Marianina  [enregistrement sonore] ,"Beauchemin, Georges, 1891-1957",1931,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1117/1/497550a.m4a
Marianne s'en va-t-au moulin Au clair de la lune ,"Robidoux, Fernand, 1920-1998",1946,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1118/1/503305a.m4a
Marianne s'en va-t-au moulin La bonne aventure ,"Lapierre, Arthur","1942, 1928","1 disque : analogique, 78 r/min ; 18 cm",http://collections.banq.qc.ca/bitstream/52327/1119/1/497352a.m4a
Marie-Laurence Maria Mia ,"L'Herbier, Robert, 1921-2008",1948,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1120/1/500836a.m4a
"Marie-Madeleine En pli, en plein ","Légaré, Ovila, 1901-1978",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1121/1/498699a.m4a
Marie ta fille La Korentina ,"Botrel, Théodore, 1868-1925",1922,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1122/1/502385a.m4a
Marie ta fille Par le petit doigt ,"Quesnel, Simone, 1911-1987",1941,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1123/1/501843a.m4a
Mariez-vous donc  [enregistrement sonore] ,"Beauchemin, Georges, 1891-1957",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1124/1/497546a.m4a
"Marinella du film ""Marinella"" ","Huot, Ludovic, 1897-1968",1936,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1125/1/502505a.m4a
La Marseillaise [Viens avec nous petit] : La vivandière ,"Rouget de Lisle, Claude Joseph, 1760-1836",1920,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1126/1/500403a.m4a
La Marseillaise de l'habitant  [enregistrement sonore] ,"Marchand, Charles, 1890-1930",1925,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1127/1/498180a.m4a
Martin la grande barbe Il est en âge ,"Daignault, Eugène, 1895-1960",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1128/1/498720.m4a
Mary Lou  [enregistrement sonore] ,"Rochon, Odilon",1926,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1129/1/498015a.m4a
Master Brown Chansons [sic] aux nuages ,"Robidoux, Fernand, 1920-1998",1949,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/bitstream/52327/1130/1/503266a.m4a
